date,open,high,low,close,I31000150F,I31000160F,I31000170F,I31000300F,I31000330F,turnover,I310006300,I310006400,I310001200,I310020032,I310020132,I310020232,I310020332,I310020432,I310020532,I310020632,I310020732,I310020832,net_priv_fund,I310021032,I310021132,I310021232,net_foreign,I310024132,gap,priv_fund_ratio,factor_rank,position,strategy_ret,strategy_net,equity
2024-08-02,2601.47,2630.95,2530.06,2552.07,-4.05,-4.48,-1.44,2626.32,2688.95,19050767275336,1151807250,1227265594,30.6508932875349,-866290,-242934,-35523,-187894,-15629,302,-145804,4166,1839237,-979569,2458,-977111,-1843402,-238808,-40992,-0.021955960253696644,-5.805870921532529e-08,0.016666666666666666,0.0,-0.0,-0.0,1.015483580721323
2024-08-05,2485.31,2511.17,2241.27,2310.61,-9.46,-16.29,-10.55,2559.24,2666.41,26914398233943,1304104409,1263058841,30.6105979825663,-151994,-147261,13543,-46569,-6434,-9245,229402,106555,970486,-926279,1232,-925047,-1077041,-185430,-40992,-0.026159157076412566,-4.816207605245416e-08,0.05,1.0,-0.026159157076412566,-0.027659157076412567,0.987396160853634
2024-08-06,2390.11,2465.45,2332.14,2392.3,3.54,-13.33,-7.39,2513.51,2647.54,22365403153481,1361556934,1268247486,30.4117596719989,-183395,-665848,17350,147604,7632,-2324,262356,51678,-67637,190455,8899,199354,15960,49834,-40992,0.03440649871678907,9.278164335283204e-09,0.5666666666666667,1.0,0.03440649871678907,0.03290649871678907,1.0198879113537267
2024-08-07,2378.59,2490.85,2358.25,2443.44,2.14,-11.48,-7.39,2471.66,2631.29,19775514308913,1390351970,1272884392,30.5173025254354,-271277,-520706,-3516,90947,-3006,-217,72212,36207,396950,-167052,5172,-161880,-433157,93008,-40992,-0.005730886594490672,-7.989845548347191e-09,0.31666666666666665,0.0,-0.0,-0.0,1.0198879113537267
2024-08-08,2406.97,2467.34,2371.52,2428.72,-0.6,-12.05,-8.25,2425.43,2613.66,17989096495638,1467206624,1285202627,30.3648023864817,-323805,-463337,4384,39151,-4892,11220,82244,18003,1028394,-727980,5388,-722593,-1046398,7424,-40992,-0.014925678551550378,-3.4307873536530377e-08,0.1,0.0,-0.0,-0.0,1.0198879113537267
2024-08-09,2478.11,2516.2,2431.74,2467.2,1.58,-10.92,-5.69,2408.45,2599.77,16568471038888,1463312799,1295834074,30.4043437793754,106242,-137898,8782,81770,1182,-2617,35421,-3404,-158540,54662,1039,55701,161942,119601,-40992,0.020335814750156597,2.6377993882385235e-09,0.5,0.0,0.0,0.0,1.0198879113537267
2024-08-12,2482.96,2528.88,2456.12,2496.01,1.17,-9.07,-4.94,2445.53,2586.77,13373200186095,1322559428,1293951254,30.388895495493,144965,81301,12632,37130,1809,-3933,-7629,-22416,-58606,-63973,29,-63944,81021,23652,-40992,0.006387808041504629,-3.551226996031796e-09,0.43333333333333335,0.0,0.0,0.0,1.0198879113537267
2024-08-13,2503.74,2539.84,2460.44,2498.43,0.1,-8.99,-4.65,2466.76,2573.79,15918122051918,1309412909,1293748076,30.5803677454953,-117851,-28502,-2607,-14233,-3882,-5222,-22192,-39332,204063,-46157,-722,-46878,-164730,-41214,-40992,0.0030969427205818738,-2.7597805034904684e-09,0.43333333333333335,0.0,0.0,0.0,1.0198879113537267
2024-08-14,2531.45,2560.67,2492.33,2524.37,1.04,-8.04,-3.83,2482.95,2563.45,15984434027980,1313343754,1297450796,30.5796563112799,-116838,-105395,883,140,14,-8367,-24264,35898,-383323,465856,-1593,464264,347424,20149,-40992,0.013216299836297189,2.917678845265437e-08,0.8833333333333333,0.0,0.0,0.0,1.0198879113537267
2024-08-15,2531.45,2560.67,2492.33,2524.37,1.04,-8.04,-3.83,2482.95,2563.45,15984434027980,1313343754,1297450796,30.5796563112799,-116838,-105395,883,140,14,-8367,-24264,35898,-383323,465856,-1593,464264,347424,20149,-40992,0.0028046601726371043,2.9928306103557844e-08,0.9166666666666666,0.0,0.0,0.0,1.0198879113537267
2024-08-16,2574.61,2617.16,2537.42,2579.22,2.17,-6.48,-2.7,2513.05,2556.79,17958342700959,1299716376,1295594452,30.8495731450824,306587,234185,-13125,13523,-5354,-6556,25519,13181,-1572704,1264643,-11707,1252936,1559523,58395,-40992,0.01990199534933478,7.98198951803933e-08,1.0,-1.0,-0.01990199534933478,-0.02140199534933478,0.9980602750180915
2024-08-19,2582.82,2615.58,2526.4,2554.88,-0.94,-4.89,-2.44,2530.58,2550.21,15823312033065,1331754618,1305595448,30.7898183150286,-2613,101406,-21468,-25512,-215,-11237,-37713,-13864,228912,-209928,-2506,-212434,-215048,-7876,-40992,0.0013957708144324114,-1.285242337535957e-08,0.26666666666666666,-1.0,-0.0013957708144324114,-0.0028957708144324115,0.9951701212026497
2024-08-20,2581.89,2619.07,2547.14,2580.83,1.02,-3.93,-1.9,2547.55,2546.63,15887469118830,1376716538,1306387413,30.857945113047,34694,24076,-3682,1175,-462,-4810,31502,-7517,-438884,418871,-7166,411706,446401,-13103,-40992,0.010571925100200307,2.5654170944568322e-08,0.7666666666666667,0.0,0.0,0.0,0.9951701212026497
2024-08-21,2566.82,2608.35,2533.98,2571.59,-0.36,-4.27,-1.8,2562.18,2541.99,15906218468878,1358666395,1307683577,30.6928398480715,-10761,192445,-27163,-53511,-2673,-6043,-57787,-12001,329023,-307053,791,-306262,-317023,-56027,-40992,-0.0054284861846769315,-1.882380100476356e-08,0.16666666666666666,0.0,-0.0,-0.0,0.9951701212026497
2024-08-22,2579.19,2610.71,2534.17,2572.24,0.03,-3.03,-1.76,2571.75,2538.13,15228928122592,1321643503,1305997126,30.6907722950221,24311,93262,-2065,-14064,1016,-277,8149,6150,-32740,4182,-1904,2280,26591,-61708,-40992,0.002955370023992903,2.5877345200966165e-10,0.43333333333333335,0.0,0.0,0.0,0.9951701212026497
2024-08-23,2552.57,2598.03,2529.06,2566.35,-0.23,-3.68,-2.02,2569.18,2536.61,14284581061908,1273085185,1293919688,30.6325795377132,397064,351423,2800,-24534,-4119,-2376,29096,-15317,-243801,-189853,51908,-137946,259118,44774,-40992,-0.007647031381208449,-1.2307257072510118e-08,0.25,0.0,-0.0,-0.0,0.9951701212026497
2024-08-26,2579.12,2613.1,2523.36,2553.91,-0.48,-2.32,-1.22,2568.98,2533.58,15298984080893,1204053297,1287731991,30.4768886609158,368120,320636,9214,10044,-7240,-6525,28540,-37196,249879,-579544,-1258,-580803,-212683,13453,-40992,0.004975938589826011,-3.7826190624965755e-08,0.06666666666666667,0.0,0.0,0.0,0.9951701212026497
2024-08-27,2549.45,2585.73,2509.29,2542.49,-0.45,-2.75,-2.93,2561.32,2528.41,14441221928854,1147838459,1287804709,30.3710752376868,298218,362344,-5729,-12654,-4287,-3708,-40937,33570,81834,-414846,1223,-413622,-115405,3187,-40992,-0.0017463418836215984,-2.7597549637243223e-08,0.1,1.0,-0.0017463418836215984,-0.0032463418836215984,0.9919394587568607
2024-08-28,2543.34,2586.69,2502.33,2544.82,0.09,-2.66,-3,2555.96,2524.6,17137209580005,1099012900,1282162284,30.4317487095438,265549,243134,14386,22991,-1596,851,-30100,36306,122637,-425928,1436,-424492,-158943,15883,-40992,0.0003343179324207229,-2.7878180638517514e-08,0.1,0.0,0.0,0.0,0.9919394587568607
2024-08-29,2505.54,2555.69,2474.94,2511.38,-1.31,-5.09,-2.71,2543.79,2517.54,18102573451815,1070328356,1273916896,30.2038705876707,-401621,-62793,-40737,-85335,-708,-30190,-40791,39011,861351,-503054,4313,-498740,-900361,-141068,-40992,-0.015435276365322576,-3.1732588680118625e-08,0.1,0.0,-0.0,-0.0,0.9919394587568607
2024-08-30,2526.01,2564.99,2495.31,2527.16,0.63,-3.58,-0.58,2535.95,2510.9,16375832094478,1044819712,1271206974,30.1338158101351,497685,453738,6092,-12921,27,-9747,53184,2917,-343246,-155518,-1837,-157355,340330,7312,-40992,0.0058254824040965955,-9.557890131791514e-09,0.35,0.0,0.0,0.0,0.9919394587568607
2024-09-02,2535.43,2567.93,2483.19,2530.04,0.11,-0.86,-0.55,2531.18,2509.8,15451859889568,1016697090,1253954451,30.1155050361954,-463464,-448941,3995,9870,-103,-7658,4145,6941,268310,188460,-245,188214,-275251,-24773,-40992,0.0032724481235853614,1.15607295334273e-08,0.6333333333333333,0.0,0.0,0.0,0.9919394587568607
2024-09-03,2530.58,2566.5,2484.07,2507.14,-0.91,-1.76,-3.06,2524.11,2519.63,14905640828628,1006856688,1213492779,29.9642901809577,-322329,-201712,-9238,-47079,-2355,-12107,-3072,18013,647239,-345970,3046,-342924,-665253,-46767,-40992,0.0002134353607057452,-2.110265032845145e-08,0.2,0.0,0.0,0.0,0.9919394587568607
2024-09-04,2427.81,2475.7,2396.51,2421.49,-3.42,-5.12,-5.79,2499.44,2521.09,17713503910355,1070088021,1209295056,29.8541824237515,-861385,-594859,-17754,-91797,-20875,-4035,8303,75644,1698425,-916902,4218,-912684,-1774069,-140369,-40992,-0.03164163150043473,-5.553655671542372e-08,0.03333333333333333,0.0,-0.0,-0.0,0.9919394587568607
2024-09-05,2435.41,2479.76,2384.14,2413.35,-0.34,4.45,-7.01,2479.84,2519.58,16662340041054,1108586660,1203475568,29.8693262365083,106430,116485,-2805,-24144,-9796,-3155,27104,8127,437484,-551501,-540,-552041,-445611,2739,-40992,0.005748526733540124,-3.3997447761312826e-08,0.11666666666666667,1.0,0.005748526733540124,0.0042485267335401235,0.9961537400654426
2024-09-06,2413.01,2438.52,2350.16,2381.69,-1.31,-0.44,-8.23,2450.74,2517.23,14413738522160,1143893718,1190378748,30.0098799841925,73596,177204,2698,-54496,-1208,-9727,-10447,19583,237322,-332121,1619,-330502,-256906,-30428,-40992,-0.00014088300495149515,-2.0981253294913346e-08,0.25,0.0,-0.0,-0.0,0.9961537400654426
2024-09-09,2331.96,2399.52,2309.77,2375.35,-0.27,-3.72,-9.7,2419.8,2512.64,12346485199403,1148060346,1175141338,29.8341738188635,159019,75353,16700,27358,1925,-8725,52312,27156,246687,-435388,2529,-432860,-273843,-5906,-40992,-0.020880131335312326,-2.8628236304740507e-08,0.15,0.0,-0.0,-0.0,0.9961537400654426
2024-09-10,2377.78,2413.06,2337.07,2361.38,-0.59,-4.29,-9.49,2390.65,2505.91,13708804472233,1162399682,1173452842,29.7847863529944,-109948,-165589,-3815,25901,-5070,1596,35352,41376,928656,-865422,5338,-860084,-970032,1677,-40992,0.0010230071357906377,-5.7814381613279564e-08,0.03333333333333333,0.0,0.0,0.0,0.9961537400654426
2024-09-11,2361.16,2402.32,2310.13,2347.37,-0.59,-4.86,-10.16,2375.83,2498.35,15247291729452,1128319103,1164021605,29.4910966020363,42280,73078,-11281,-42424,-546,-1783,31080,97032,790620,-938955,9021,-929933,-887653,-5843,-40992,-9.316586064091957e-05,-6.486407737191484e-08,0.016666666666666666,1.0,-9.316586064091957e-05,-0.0015931658606409195,0.9945667019348204
2024-09-12,2379.44,2427.89,2350.57,2406.37,2.51,-3.59,-8.64,2374.43,2492.45,16888372482143,1094758689,1148829302,29.5083171159446,144875,-106278,59016,169031,-7718,-9884,-21700,-60505,-617633,532255,1008,533262,678138,62408,-40992,0.013662098433566146,3.665431133762915e-08,0.9666666666666667,1.0,0.013662098433566146,0.012162098433566146,1.006662720062499
2024-09-13,2405.4,2440.86,2370.61,2407.38,0.04,-3.64,-9.36,2379.57,2483.86,13185564028949,1073082902,1133720379,29.3384316910572,437770,257050,-3319,46615,-2650,-7818,79886,119088,519644,-1069712,-6790,-1076502,-638732,68008,-40992,-0.0004030967806279998,-7.493444842154871e-08,0.016666666666666666,-1.0,0.0004030967806279998,-0.0010969032193720001,1.0055585084840406
2024-09-16,2405.4,2440.86,2370.61,2407.38,0.04,-3.64,-9.36,2379.57,2483.86,13185564028949,1073082902,1133720379,29.3384316910572,437770,257050,-3319,46615,-2650,-7818,79886,119088,519644,-1069712,-6790,-1076502,-638732,68008,-40992,-0.00082247090197643,-7.406377903555584e-08,0.03333333333333333,1.0,-0.00082247090197643,-0.0023224709019764303,1.0032231281078516
2024-09-17,2405.4,2440.86,2370.61,2407.38,0.04,-3.64,-9.36,2379.57,2483.86,13185564028949,1073082902,1133720379,29.3384316910572,437770,257050,-3319,46615,-2650,-7818,79886,119088,519644,-1069712,-6790,-1076502,-638732,68008,-40992,-0.00082247090197643,-7.460432710197076e-08,0.03333333333333333,1.0,-0.00082247090197643,-0.0023224709019764303,1.0008931715846314
2024-09-18,2405.4,2440.86,2370.61,2407.38,0.04,-3.64,-9.36,2379.57,2483.86,13185564028949,1073082902,1133720379,29.3384316910572,437770,257050,-3319,46615,-2650,-7818,79886,119088,519644,-1069712,-6790,-1076502,-638732,68008,-40992,-0.00082247090197643,-7.681332349997357e-08,0.016666666666666666,1.0,-0.00082247090197643,-0.0023224709019764303,0.9985686263176392
2024-09-19,2419.64,2452.49,2354.85,2409.69,0.1,-5.68,-10.65,2386.44,2476.6,18012944217273,1093174998,1115496433,29.1064908407398,919786,927484,-4017,-6380,-992,-10107,12926,22349,80976,-1026792,3681,-1023111,-103326,871,-40992,0.005092673362742801,-7.255947231910431e-08,0.08333333333333333,1.0,0.005092673362742801,0.003592673362742801,1.0021561572222812
2024-09-20,2436.34,2475.21,2395.14,2423.52,0.57,-6.1,-10.47,2398.87,2468.74,19938029118102,1110825132,1106979990,29.0572759684339,318152,258796,-9328,37448,1727,-4365,18158,-28928,-408254,118148,882,119030,437182,15717,-40992,0.011059513879378712,7.621697760885347e-09,0.7166666666666667,1.0,0.011059513879378712,0.009559513879378713,1.0117362829165524
2024-09-23,2425.71,2472.27,2392.05,2433.38,0.41,-5.18,-9.3,2416.07,2461.83,14184659291655,1048689579,1086527401,29.0101744738486,428469,330409,1676,28119,-2017,-21253,44579,-31645,313587,-712359,1948,-710411,-281942,46958,-40992,0.0009036442859972498,-4.53692773580939e-08,0.2,0.0,0.0,0.0,1.0117362829165524
2024-09-24,2443.11,2483.3,2405.9,2461.88,1.17,-4.07,-7.54,2427.17,2456.31,16129383217060,1030213337,1075971761,28.9190327451507,640115,597809,5836,7129,-85,-15474,34418,8303,-373211,-272274,-2932,-275206,364908,10483,-40992,0.00399855345239955,-1.6714061485161112e-08,0.43333333333333335,0.0,0.0,0.0,1.0117362829165524
2024-09-25,2480.35,2510.78,2414.18,2427.95,-1.38,-5.39,-9.15,2431.28,2449.39,17689011084147,1061947933,1080936066,28.8219561814608,526449,730997,-13444,-78374,1552,-10236,-47815,-20423,56758,-561758,-1026,-562784,-36335,-56233,-40992,0.0075023965424796495,-3.267781743774562e-08,0.26666666666666666,0.0,0.0,0.0,1.0117362829165524
2024-09-26,2462.49,2518.88,2441.82,2505.59,3.2,-1.89,-6.85,2450.46,2446.97,17842047665348,1078175153,1084026897,29.0715710169811,888175,753015,4299,75974,315,-7427,11846,-50614,-1554509,723051,-6103,716948,1605123,50151,-40992,0.01422599312176938,4.21441253558906e-08,0.9666666666666667,0.0,0.0,0.0,1.0117362829165524
2024-09-27,2513.69,2546.66,2469.69,2489.2,-0.65,-2.1,-7.22,2463.6,2444.31,16366811514193,1067579906,1086915352,29.1572556215983,-416748,-442861,6023,31025,-470,-5926,12594,-62057,253041,224882,882,225764,-190984,-17132,-40992,0.0032327715228748152,1.3676971646588953e-08,0.8,-1.0,-0.0032327715228748152,-0.004732771522874815,1.0069479662481058
2024-09-30,2500.75,2522.86,2420.15,2431.74,-2.31,-3.78,-9.76,2463.27,2438.65,15651871680690,1081471064,1082141942,28.8909735140586,-197886,-137035,-6465,-1547,746,-5911,-24415,18803,1185249,-1008227,2062,-1006164,-1204052,-23261,-40992,0.0046400449943757765,-6.024363890366191e-08,0.11666666666666667,0.0,0.0,0.0,1.0069479662481058
2024-10-01,2500.75,2522.86,2420.15,2431.74,-2.31,-3.78,-9.76,2463.27,2438.65,15651871680690,1081471064,1082141942,28.8909735140586,-197886,-137035,-6465,-1547,746,-5911,-24415,18803,1185249,-1008227,2062,-1006164,-1204052,-23261,-40992,0.028378856292202385,-6.058938980098273e-08,0.11666666666666667,0.0,0.0,0.0,1.0069479662481058
2024-10-02,2402.62,2454.64,2369.53,2406.36,-1.04,-4.89,-9.93,2452.17,2433.4,14546753319855,1101458018,1083754176,28.8818404520972,-655685,-579358,2419,-25469,-1509,-2243,-18408,24215,960674,-331259,2055,-329204,-984889,-31117,-40992,-0.0119749644287629,-2.068833782375558e-08,0.45,0.0,-0.0,-0.0,1.0069479662481058
2024-10-03,2402.62,2454.64,2369.53,2406.36,-1.04,-4.89,-9.93,2452.17,2433.4,14546753319855,1101458018,1083754176,28.8818404520972,-655685,-579358,2419,-25469,-1509,-2243,-18408,24215,960674,-331259,2055,-329204,-984889,-31117,-40992,-0.0015542146644725795,-2.1576437818760375e-08,0.4166666666666667,0.0,-0.0,-0.0,1.0069479662481058
2024-10-04,2411.11,2453.63,2378.94,2416.1,0.4,-0.22,-11.11,2449.8,2427.85,14744917516252,1066976563,1086475279,28.8735183625396,-96426,-44497,7345,-1518,-2399,-2846,-53814,98307,-141993,141346,-1234,140112,43686,1302,-40992,0.0019739357369637127,9.405238408073528e-09,0.8166666666666667,0.0,0.0,0.0,1.0069479662481058
2024-10-07,2427.16,2482.97,2391.24,2454.43,1.59,3.05,-11.08,2439.57,2424.07,15359494663381,1037848914,1089314853,28.9154812344013,98603,-93623,15865,47002,-2368,1672,91629,26461,-239990,113675,1250,114926,213529,38427,-40992,0.004577625098298889,7.593541627878698e-09,0.7666666666666667,0.0,0.0,0.0,1.0069479662481058
2024-10-08,2433.89,2476.55,2404.09,2435.45,-0.77,2.26,-11.81,2428.82,2420.48,15394232238031,1049114751,1097479868,28.7919199631469,-358044,-302986,-8292,-31109,-1980,-8272,-18007,28942,741940,-415528,2691,-412837,-770882,12603,-40992,-0.008368541779557766,-2.785333269718878e-08,0.36666666666666664,0.0,-0.0,-0.0,1.0069479662481058
2024-10-09,2433.89,2476.55,2404.09,2435.45,-0.77,2.26,-11.81,2428.82,2420.48,15394232238031,1049114751,1097479868,28.7919199631469,-358044,-302986,-8292,-31109,-1980,-8272,-18007,28942,741940,-415528,2691,-412837,-770882,12603,-40992,-0.0006405387094787188,-2.7540432007333064e-08,0.4,0.0,-0.0,-0.0,1.0069479662481058
2024-10-10,2455.81,2489.58,2410.46,2440.57,0.21,3.35,-11.84,2430.58,2421.44,18741025563984,1101163219,1089910741,28.8274750960804,-408525,-504070,11207,11846,-2323,-3069,83869,-15276,269918,151769,2115,153884,-254642,-5986,-40992,0.008359851362171315,9.529170100275149e-09,0.8166666666666667,0.0,0.0,0.0,1.0069479662481058
2024-10-11,2450.56,2489.09,2413.56,2439.27,-0.05,3.92,-12.29,2437.16,2422.73,15490908955155,1139322398,1091438111,28.8893183758195,278840,144123,29062,5656,-3101,-6156,54135,10869,204200,-495602,1693,-493909,-215069,55121,-40992,0.00409330607194212,-3.082872951444155e-08,0.3333333333333333,0.0,0.0,0.0,1.0069479662481058
2024-10-14,2442.94,2497.93,2417.16,2462.84,0.97,2.3,-10.28,2446.51,2426.79,13842792429035,1149780389,1087946947,29.0478993422258,274326,195304,-4450,68,-3449,-6779,87719,23008,-347531,51092,-895,50197,324523,5915,-40992,0.0015045484919668888,3.239280523479967e-09,0.7166666666666667,0.0,0.0,0.0,1.0069479662481058
2024-10-15,2473.49,2508.65,2431.65,2473.13,0.42,2.73,-10.26,2450.25,2431.68,16440480533180,1218833261,1107008081,29.0713621749367,-10606,-103121,378,16130,-2561,-26222,58779,37224,-267644,242072,-1047,241025,230420,46011,-40992,0.004324276039044207,1.514664605646562e-08,0.8666666666666667,0.0,0.0,0.0,1.0069479662481058
2024-10-16,2442.61,2488.2,2411.97,2448.16,-1.01,1.69,-11.24,2452.79,2436.02,16010894742627,1231029468,1114637314,28.9776981507153,-106456,-169183,-9044,-20545,1278,-10915,144453,47078,870230,-812126,1275,-810852,-917308,-42501,-40992,-0.012340637168284716,-5.0426257919518775e-08,0.2,0.0,-0.0,-0.0,1.0069479662481058
2024-10-17,2458.09,2493.5,2416.85,2450.43,0.09,1.79,-10.28,2454.77,2441.17,15724559167912,1195905126,1106807247,29.0086435719174,189334,167099,-1416,11017,813,-8337,6350,29585,186048,-405942,974,-404968,-215634,13808,-40992,0.004056107443958031,-2.618655059232209e-08,0.43333333333333335,0.0,0.0,0.0,1.0069479662481058
2024-10-18,2457.51,2483.92,2406.83,2430.7,-0.81,0.97,-10.39,2453.05,2442.39,13221336655967,1138757943,1102437924,28.9765175702864,-67351,24468,-8999,-22044,-1852,12055,129,17151,551472,-503082,1810,-501272,-568623,-71106,-40992,0.0028892888186972825,-3.343178995376321e-08,0.3,0.0,0.0,0.0,1.0069479662481058
2024-10-21,2436.97,2477.85,2407.51,2441.38,0.44,0.74,-9.12,2448.76,2444.09,12713250736533,1100533533,1094809604,28.9236172382061,319890,211207,-17751,24118,-601,41928,-38471,-24611,-447532,156181,-3927,152254,472144,99461,-40992,0.002579503846628536,1.05370328079158e-08,0.8333333333333334,0.0,0.0,0.0,1.0069479662481058
2024-10-22,2437.98,2462.88,2378.8,2403.59,-1.55,-0.82,-9.39,2434.85,2443.78,15173317342685,1088298107,1105788859,28.9562579797615,-402526,-345641,-5886,-45178,-12157,-4119,4417,15247,809385,-422142,36,-422107,-824633,6038,-40992,-0.0013926549738263157,-2.8976011529966725e-08,0.36666666666666664,0.0,-0.0,-0.0,1.0069479662481058
2024-10-23,2405.11,2472.94,2369.14,2430.38,1.11,-0.12,-8.78,2431.3,2444.13,15667633860798,1120739300,1117115856,29.0690580097859,371500,309605,-13032,20461,-995,-235,69275,-13363,-615101,257449,-485,256964,628464,-13579,-40992,0.0006323873871999724,1.7755079506127883e-08,0.8833333333333333,0.0,0.0,0.0,1.0069479662481058
2024-10-24,2418.06,2460.11,2370.05,2405.09,-1.04,-2.31,-9.22,2422.23,2442.71,14305044442237,1133354370,1127973445,28.895545990565,-81982,-18148,-14346,-9592,-4985,-10602,-21566,30143,695226,-648209,4821,-643388,-725369,-2741,-40992,-0.005069166138628595,-4.5596770052621704e-08,0.23333333333333334,0.0,-0.0,-0.0,1.0069479662481058
2024-10-25,2413.73,2465.23,2370.16,2402.85,-0.09,-1.03,-7.46,2416.66,2439.76,15018470485313,1165994920,1136383320,28.9921263311457,101919,137761,-20892,5706,3911,-1324,-11409,10151,233091,-350020,4858,-345161,-243243,-11835,-40992,0.0035923811582933996,-2.401419906142637e-08,0.48333333333333334,0.0,0.0,0.0,1.0069479662481058
2024-10-28,2406.4,2472.44,2369.42,2431.89,1.21,-2.3,-6.98,2414.76,2439.96,13431465589559,1158022033,1118828129,28.8736642808669,486436,409808,12591,14698,3861,-3580,76351,6250,-529756,50052,-12981,37071,523507,-27294,-40992,0.0014774122396321793,3.4004597013611517e-09,0.7333333333333333,0.0,0.0,0.0,1.0069479662481058
2024-10-29,2427.89,2471.54,2384.18,2438.99,0.29,-2.02,-7.82,2421.84,2436.63,14175419834806,1121573793,1116638519,28.8576718640498,21699,18154,-3384,-2442,986,-3255,25410,-2787,99963,-117914,-961,-118874,-97176,-13769,-40992,-0.0016448112373503737,-8.12101879057157e-09,0.6333333333333333,0.0,-0.0,-0.0,1.0069479662481058
2024-10-30,2429.92,2465.08,2387.84,2418.26,-0.85,-0.55,-7.73,2419.42,2433.08,13245482059169,1094389870,1123818347,28.8854008454124,33768,37320,-5970,-35796,609,40803,-3238,24866,312704,-372285,946,-371339,-337570,40,-40992,-0.003718752434409206,-2.652513849552956e-08,0.45,0.0,-0.0,-0.0,1.0069479662481058
2024-10-31,2394.85,2450.97,2350.03,2389.48,-1.19,-1.74,-9.92,2416.29,2430.97,15680492558339,1090965845,1130347140,28.7295864973936,351336,247080,19755,-10534,-5972,41151,44441,-40847,353276,-663608,-156,-663763,-312427,15415,-40992,-0.009680514088642374,-4.637286232908426e-08,0.2,0.0,-0.0,-0.0,1.0069479662481058
2024-11-01,2375.21,2418.39,2337.46,2370.63,-0.79,-2.51,-10.87,2409.85,2429.18,12612545362723,1054824617,1124724970,28.7841617448349,-199169,-228357,14072,-45643,1710,26417,5268,16131,245787,-65467,2720,-62748,-261918,27364,-40992,-0.005972010646667887,-4.734009412261578e-09,0.6666666666666666,0.0,-0.0,-0.0,1.0069479662481058
2024-11-04,2378.81,2442.57,2350.85,2419.19,2.05,0.13,-5.21,2407.31,2429.34,13987531936177,1076507366,1121210830,28.7234190316863,546768,344789,22672,37942,-3360,10334,107701,13903,-937439,378236,-1468,376768,923536,26690,-40992,0.003450559555898574,2.7132569119203152e-08,0.9166666666666666,0.0,0.0,0.0,1.0069479662481058
2024-11-05,2401.5,2443.58,2371.61,2406.42,-0.53,-0.4,4.15,2400.8,2426.94,12658342162678,1050157954,1119715779,28.6381400205594,-232759,-189544,-13553,-23522,-5663,20233,-26686,30795,437316,-238049,2697,-235352,-468111,5976,-40992,-0.007312364882460681,-1.745626717191992e-08,0.5833333333333334,-1.0,0.007312364882460681,0.005812364882460681,1.0128007152455913
2024-11-06,2418.99,2456.68,2349.47,2397.18,-0.38,-0.78,0.2,2396.58,2425.02,17846222160184,1089993940,1134038145,28.8009320659472,124780,4807,-6629,-11494,10198,11937,88265,37293,-50413,-111137,-524,-111659,13120,27697,-40992,0.005223527065100734,-7.634594704806093e-09,0.6833333333333333,0.0,0.0,0.0,1.0128007152455913
2024-11-07,2391.01,2435.6,2343.76,2392.75,-0.18,-2.51,-2.07,2397.23,2422.63,16698265828232,1087734008,1126989837,28.8536572228397,34332,-63704,-9557,-19832,2201,5097,161257,6636,-71743,29931,844,30775,65108,-41131,-40992,-0.002573857616032012,2.027765641907813e-09,0.7333333333333333,0.0,-0.0,-0.0,1.0128007152455913
2024-11-08,2413.3,2451.1,2363.66,2392.43,-0.01,-1.77,-1.49,2401.59,2420.29,16218875295138,1093132997,1113177619,28.7797947009805,200713,227226,1593,-29822,-4226,11597,-22556,-2688,-409679,214585,-2930,211654,412366,16901,-40992,0.008588444258698227,1.3860425916607967e-08,0.9,0.0,0.0,0.0,1.0128007152455913
2024-11-11,2384.66,2420.12,2321.78,2355.36,-1.55,-3.44,-4.53,2388.83,2414.91,17603326104775,1141070890,1119033456,28.6729797521016,-231049,-213785,-9991,-15882,-39197,-1975,71824,38021,746208,-550466,-2713,-553180,-784229,-22042,-40992,-0.0032477439256320905,-3.396888526069069e-08,0.2833333333333333,0.0,-0.0,-0.0,1.0128007152455913
2024-11-12,2347.94,2381.57,2281.68,2302.98,-2.22,-5.59,-7.73,2368.14,2406.41,19050043013994,1211365622,1117848869,28.5908328805553,-35056,25099,-15952,-113754,-32531,-1409,156448,12153,325693,-300727,-2062,-302790,-337846,-52957,-40992,-0.0031502615311460127,-1.7200768762206017e-08,0.6166666666666667,0.0,-0.0,-0.0,1.0128007152455913
2024-11-13,2286.06,2326.94,2222.35,2243.28,-2.59,-8.03,-10.21,2337.36,2396.16,17153915951396,1165778943,1117725513,28.573060021763,-9358,172765,5033,-70434,-55727,-17268,28539,31810,591938,-617684,3295,-614389,-623747,-72265,-40992,-0.007347002579266894,-3.56118816296098e-08,0.26666666666666666,0.0,-0.0,-0.0,1.0128007152455913
2024-11-14,2250.88,2307.84,2197.2,2234.23,-0.4,-9.28,-11.49,2305.66,2385.35,18745843896037,1171065699,1120779980,28.3950848907275,456271,132835,52043,82313,-29039,8900,195484,59650,-251757,-265455,1291,-264165,192106,13737,-40992,0.0033878962947112745,-1.495150426132741e-08,0.65,0.0,0.0,0.0,1.0128007152455913
